pdf_company_name,entity_name,normalized_name,address,postcode,address_source,lat,lon,coord_precision
Stainless Restorations Limited,STAINLESS RESTORATIONS LIMITED,STAINLESS RESTORATIONS LIMITED,"92 Rawhiti Road, One Tree Hill, Auckland, 1061, NEW ZEALAND",1061,public_address,-36.905544533816,174.790595543939,address_web
Whale Capital Limited,WHALE CAPITAL LIMITED,WHALE CAPITAL LIMITED,"Suite 12, 160 Broadway, Newmarket, Auckland, 1023, NEW ZEALAND",1023,address_for_service,-36.868041803533,174.778330891756,address_web
A K TYRES LIMITED,A K TYRES LIMITED,A K TYRES LIMITED,"32 Rathmar Drive, Manurewa, Auckland, 2105, NEW ZEALAND",2105,address_for_service,-37.01510200138,174.916332138198,address_web
Daily Cleaners Limited,DAILY CLEANERS LIMITED,DAILY CLEANERS LIMITED,"10 Tully Street, Kilbirnie, Wellington, 6022, NEW ZEALAND",6022,address_for_service,-41.315824166553,174.792830913697,address_web
Horizon Building Limited,HORIZON BUILDING LIMITED,HORIZON BUILDING LIMITED,"15 Masons Road, Oteha, Auckland, 0632, NEW ZEALAND",0632,address_for_service,-36.719902184196,174.715009133664,address_web
The Trucking Company Limited,THE TRUCKING COMPANY LIMITED,THE TRUCKING COMPANY LIMITED,"214 Main Road, Tawa, Wellington, 5028, NEW ZEALAND",5028,address_for_service,-41.16929349544,174.825252534275,address_web
Datacom Data Centres Limited,DATACOM DATA CENTRES LIMITED,DATACOM DATA CENTRES LIMITED,"Level 12, 55 Featherston Street, Wellington, 6011, NEW ZEALAND",6011,address_for_service,-41.280009216294,174.779144439278,address_web
HLN HOMES LIMITED,HLN HOMES LIMITED,HLN HOMES LIMITED,"6 Anda Place, Papakura, 2580, NEW ZEALAND",2580,address_for_service,-37.125100859965,174.90454047681,address_web
BABA DEEP SINGH TRANSPORT LIMITED,BABA DEEP SINGH TRANSPORT LIMITED,BABA DEEP SINGH TRANSPORT LIMITED,"27 Hercules Drive, Henderson, Auckland, 0612, NEW ZEALAND",0612,address_for_service,-36.884078186417,174.607866701953,address_web
Gagsina Limited,GAGSINA LIMITED,GAGSINA LIMITED,"Flat 3, 58 Beverley Road, Maori Hill, Timaru, 7910, NEW ZEALAND",7910,address_for_service,-44.389306206437,171.242379858737,address_web
Port of Auckland Limited,PORT OF AUCKLAND LIMITED,PORT OF AUCKLAND LIMITED,"Port Of Auckland Building, Sunderland Street, Auckland, 1010, NEW ZEALAND",1010,public_address,-36.847225744226,174.787402935227,address_web
Active Traffic Control Limited,ACTIVE TRAFFIC CONTROL LIMITED,ACTIVE TRAFFIC CONTROL LIMITED,"38 Bremner Road, Drury, Drury, 2113, NEW ZEALAND",2113,address_for_service,-37.103547419842,174.946362693447,address_web
Sugarland Pasture Limited,SUGARLAND PASTURE LIMITED,SUGARLAND PASTURE LIMITED,"25 Victoria Avenue, Avenal, Invercargill, 9810, NEW ZEALAND",9810,address_for_service,-46.40580154788,168.344076661553,address_web
Sunson Gift & Asian Food Limited,SUNSON GIFT & ASIAN FOOD LIMITED,SUNSON GIFT ASIAN FOOD LIMITED,"17 Lodestar Avenue, Wigram, Christchurch, 8042, NEW ZEALAND",8042,address_for_service,-43.54712715072,172.55885992784,address_web
Pakiri Farms Limited,PAKIRI FARMS LIMITED,PAKIRI FARMS LIMITED,"Suite 201, Level 2, 131 Queen Street, Auckland Central, Auckland, 1010, NEW ZEALAND",1010,address_for_service,-36.846835085585,174.76572015079,address_web
SINGH ENTERPRISES LIMITED,SINGH ENTERPRISES LIMITED,SINGH ENTERPRISES LIMITED,"1 Calder Crescent, Pokeno, Pokeno, 2402, NEW ZEALAND",2402,address_for_service,-37.249543204554,175.010001582564,original
CIVIL SECURITY LIMITED,CIVIL SECURITY LIMITED,CIVIL SECURITY LIMITED,"113 Cumberland Drive, Flagstaff, Hamilton, 3210, NEW ZEALAND",3210,address_for_service,-37.724910940847,175.24325662071,address_web
Aotea Electric Southern Limited,AOTEA ELECTRIC SOUTHERN LIMITED,AOTEA ELECTRIC SOUTHERN LIMITED,"45 Maclaggan Street, Dunedin Central, Dunedin, 9016, NEW ZEALAND",9016,address_for_service,-45.877784395534,170.498558539198,address_web
Waingaru Farms Limited,WAINGARU FARMS LIMITED,WAINGARU FARMS LIMITED,"Northcote Office Park, Unit 11, 80 Grey Street, Palmerston North, 4410, NEW ZEALAND",4410,address_for_service,-40.3517578637,175.611836898891,address_web
Cht Developments Limited,CHT DEVELOPMENTS LIMITED,CHT DEVELOPMENTS LIMITED,"Po Box 20177, Te Rapa, Hamilton, 3241, NEW ZEALAND",3241,public_address,-37.759432689,175.244799424,address_web
Grace Foundation Solutions Limited,GRACE FOUNDATION SOLUTIONS LIMITED,GRACE FOUNDATION SOLUTIONS LIMITED,"Unit 38, 74 Westpoint Drive, Hobsonville, Auckland, 0618, NEW ZEALAND",0618,address_for_service,-36.810952325729,174.631147354204,address_web
Shivoham Enterprises Limited,SHIVOHAM ENTERPRISES LIMITED,SHIVOHAM ENTERPRISES LIMITED,"35a Milton Street, Trentham, Upper Hutt, 5018, NEW ZEALAND",5018,registered_office,-41.124868235143,175.048396734078,address_web
Xcz Painting Limited,XCZ PAINTING LIMITED,XCZ PAINTING LIMITED,"Flat 2, 15a Roland Road, Greenhithe, Auckland, 0632, NEW ZEALAND",0632,address_for_service,-36.772422267484,174.671919948734,address_web
MR UPHOLSTER LIMITED,MR UPHOLSTER LIMITED,MR UPHOLSTER LIMITED,"3/92 Fitzroy Street, Papatoetoe, Manukau, Auckland, 2025, NEW ZEALAND",2025,address_for_service,-36.984034728717,174.866291505688,address_web
Kona Projects Limited,KONA PROJECTS LIMITED,KONA PROJECTS LIMITED,"Unit 1, 23 Masefield Street, Trentham, Upper Hutt, 5018, NEW ZEALAND",5018,address_for_service,-41.117474809809,175.050034222682,address_web
GRAN ENGINEERING 2022 LIMITED,GRAN ENGINEERING 2022 LIMITED,GRAN ENGINEERING 2022 LIMITED,"43 Grayson Avenue, Papatoetoe, Auckland, 2104, NEW ZEALAND",2104,address_for_service,-36.990217932961,174.865513162159,address_web
Alty Cleaning Services Limited,ALTY CLEANING SERVICES LIMITED,ALTY CLEANING SERVICES LIMITED,"12 Hooker Crescent, Twizel, Twizel, 7901, NEW ZEALAND",7901,address_for_service,-44.265423270066,170.083461129145,address_web
NAGPAL BROTHERS HOLDINGS LIMITED,NAGPAL BROTHERS HOLDINGS LIMITED,NAGPAL BROTHERS HOLDINGS LIMITED,"39 Chandler Way, Rolleston, Rolleston, 7615, NEW ZEALAND",7615,address_for_service,-43.61688440834,172.391337534595,original
Alliance Marketing 2014 Limited,ALLIANCE MARKETING 2014 LIMITED,ALLIANCE MARKETING 2014 LIMITED,"Level 17, 88 Shortland Street, Auckland Central, Auckland, 1010, NEW ZEALAND",1010,address_for_service,-36.846265325717,174.769754360788,address_web
Gps 8 Plumbing Limited,GPS 8 PLUMBING LIMITED,GPS 8 PLUMBING LIMITED,"1 Tanekaha Road, Flat Bush, Auckland, 2019, NEW ZEALAND",2019,address_for_service,-36.976165672287,174.923602014279,original
MCAULAY FARMS LIMITED,MCAULAY FARMS LIMITED,MCAULAY FARMS LIMITED,"10 Te Ohu Road, Dannevirke, 4130, NEW ZEALAND",4130,address_for_service,-40.142316566846,176.169233879153,address_web
LeaderBrand Produce Limited,LEADERBRAND PRODUCE LIMITED,LEADERBRAND PRODUCE LIMITED,"346 Lytton Road, Awapuni, Gisborne, 4010, NEW ZEALAND",4010,address_for_service,-38.666985141424,177.99470107909,address_web
YIGOLI NZ LIMITED,YIGOLI NZ LIMITED,YIGOLI NZ LIMITED,"Level 8 19 Victoria Street West, Auckland Central, Auckland, 1010, NEW ZEALAND",1010,address_for_service,-36.848661795654,174.764763440362,address_web
ONE BEAUTY WORLD LP LIMITED,ONE BEAUTY WORLD LP LIMITED,ONE BEAUTY WORLD LP LIMITED,"78 Guyton Street, Whanganui, Whanganui, 4500, NEW ZEALAND",4500,public_address,-39.931247211029,175.049878738378,address_web
Baldwin Pastoral Farming Limited,BALDWIN PASTORAL FARMING LIMITED,BALDWIN PASTORAL FARMING LIMITED,"25 Victoria Avenue, Avenal, Invercargill, 9810, NEW ZEALAND",9810,address_for_service,-46.40580154788,168.344076661553,address_web
Katikati Medical Centre Limited,KATIKATI MEDICAL CENTRE LIMITED,KATIKATI MEDICAL CENTRE LIMITED,"4 Clive Road, Katikati, Katikati, 3129, NEW ZEALAND",3129,public_address,-37.552713247739,175.926808368381,address_web
Apex Accountancy Limited,APEX ACCOUNTANCY LIMITED,APEX ACCOUNTANCY LIMITED,"Suite 3 Level 2 Bonnington House, 225 High Street, Christchurch Central, Christchurch, 8011, NEW ZEALAND",8011,address_for_service,-43.533878630741,172.638965944126,address_web
MOONDANCE FARMS LIMITED,MOONDANCE FARMS LIMITED,MOONDANCE FARMS LIMITED,"Suite 2, 226 Thames Street, Morrinsville, Morrinsville, 3300, NEW ZEALAND",3300,address_for_service,-37.658483394263,175.527554766986,address_web
Electrotech 2011 Limited,ELECTROTECH 2011 LIMITED,ELECTROTECH 2011 LIMITED,"133 Eskdale Road, Papakowhai, Porirua, 5024, NEW ZEALAND",5024,address_for_service,-41.117156800403,174.868283548797,address_web
Buttar Telecom Limited,BUTTAR TELECOM LIMITED,BUTTAR TELECOM LIMITED,"236 Pine Hill Road, Dalmore, Dunedin, 9010, NEW ZEALAND",9010,address_for_service,-45.848301093023,170.511423670925,address_web
Wexford Stables Limited,WEXFORD STABLES LIMITED,WEXFORD STABLES LIMITED,"14 Tui Street, Matamata, NEW ZEALAND",,address_for_service,-37.812104107725,175.774288575991,original
Technical Alliance Limited,TECHNICAL ALLIANCE LIMITED,TECHNICAL ALLIANCE LIMITED,"Level 1, 656 Great South Road, Ellerslie, Auckland, 1051, NEW ZEALAND",1051,address_for_service,-36.900550721633,174.807673168745,address_web
GRIN NATURAL PRODUCTS LIMITED,GRIN NATURAL PRODUCTS LIMITED,GRIN NATURAL PRODUCTS LIMITED,"19b Triton Drive, Rosedale, Auckland, 0632, NEW ZEALAND",0632,address_for_service,-36.741516262638,174.723705525847,address_web
Y & Y FROZEN FOOD LIMITED,Y & Y FROZEN FOOD LIMITED,Y Y FROZEN FOOD LIMITED,"10 Hotunui Drive, Mount Wellington, Auckland, 1060, NEW ZEALAND",1060,address_for_service,-36.923749356961,174.849469948024,address_web
Mumbai Contracting Limited,MUMBAI CONTRACTING LIMITED,MUMBAI CONTRACTING LIMITED,"29a, King Street, Tepuke, 3119, NEW ZEALAND",3119,registered_office,-37.783384396594,176.331594612604,address_web
STEADFAST TECHS LIMITED,STEADFAST TECHS LIMITED,STEADFAST TECHS LIMITED,"103b Beaumonts Way, Manurewa, Auckland, 2102, NEW ZEALAND",2102,registered_office,-37.03159406643,174.90292520025,address_web
Berkshire Hathaway Specialty Insurance Company,BERKSHIRE HATHAWAY SPECIALTY INSURANCE COMPANY,BERKSHIRE HATHAWAY SPECIALTY INSURANCE COMPANY,"Level 33, 23-29 Albert Street, Auckland, 1010, NEW ZEALAND",1010,registered_office,-36.845622894748,174.76452723833,address_web
Hydraulink Fluid Connectors Limited,HYDRAULINK FLUID CONNECTORS LIMITED,HYDRAULINK FLUID CONNECTORS LIMITED,"21 O'rorke Road, Penrose, Auckland, 1061, NEW ZEALAND",1061,address_for_service,-36.913827615322,174.815329682287,address_web
RESCARE LIMITED,RESCARE LIMITED,RESCARE LIMITED,"226 Waiwhetu Road, Waterloo, Lower Hutt, 5011, NEW ZEALAND",5011,address_for_service,-41.21314614602,174.930496548736,address_web
Barcia Dairies Limited,BARCIA DAIRIES LIMITED,BARCIA DAIRIES LIMITED,"Level 2, 161 Burnett Street, Ashburton, 7700, NEW ZEALAND",7700,address_for_service,-43.904645160728,171.748250430333,address_web
ASR Group Limited,ASR GROUP LIMITED,ASR GROUP LIMITED,"Unit 12, 23 Edwin Street, Mt Eden, Auckland, 1024, NEW ZEALAND",1024,address_for_service,-36.870563582923,174.76234744059,address_web
PIONEER CONSTRUCTION LIMITED,PIONEER CONSTRUCTION LIMITED,PIONEER CONSTRUCTION LIMITED,"35 Athenic Avenue, Lynfield, Auckland, 1042, NEW ZEALAND",1042,address_for_service,-36.932247642862,174.720631881953,address_web
Sando Limited,SANDO LIMITED,SANDO LIMITED,"Commercial Union House, 12 O'connell Street, Auckland Central, Auckland, 1010, NEW ZEALAND",1010,address_for_service,-36.847272285655,174.767285052113,address_web
C-Quip International Limited,C-QUIP INTERNATIONAL LIMITED,C QUIP INTERNATIONAL LIMITED,"39 Vestey Drive, Mt Wellington, Auckland, 1060, NEW ZEALAND",1060,registered_office,-36.923703130765,174.83969589455,address_web
Belman Networks Limited,BELMAN NETWORKS LIMITED,BELMAN NETWORKS LIMITED,"26 Coopers Road, Gate Pa, Tauranga, 3112, NEW ZEALAND",3112,address_for_service,-37.718406332526,176.132264154093,address_web
S.V KONKA & SON'S LIMITED,S.V KONKA & SON'S LIMITED,S V KONKA SON S LIMITED,"72e Godley Road, Green Bay, Auckland, 0604, NEW ZEALAND",0604,address_for_service,-36.930897276351,174.678398489337,address_web
AMALGAMATED PIPE FITTERS LIMITED,AMALGAMATED PIPE FITTERS LIMITED,AMALGAMATED PIPE FITTERS LIMITED,"21 Neville Street, Warkworth, Warkworth, 0910, NEW ZEALAND",0910,address_for_service,-36.399728989415,174.664598021034,address_web
Restaurant Brands Limited,RESTAURANT BRANDS LIMITED,RESTAURANT BRANDS LIMITED,"Level 3, Building 7, Central Park, 666 Great South Road, Penrose, Auckland, 1051, NEW ZEALAND",1051,address_for_service,-36.902443858284,174.807688926723,address_web
ELITE DESIGN SOFTWARE PTY LTD,ELITE DESIGN SOFTWARE PTY LTD,ELITE DESIGN SOFTWARE PTY LTD,"122 Grant Road, Rd 9, Invercargill, 9879, NEW ZEALAND",9879,address_for_service,-46.445327166675,168.314861286578,address_web
White Gold Pastures Limited,WHITE GOLD PASTURES LIMITED,WHITE GOLD PASTURES LIMITED,"Level 1, 2 Commerce Street, Whakatane, 3120, NEW ZEALAND",3120,address_for_service,-37.951948534675,176.996004356535,address_web
Stephen Jones Architects Limited,STEPHEN JONES ARCHITECTS LIMITED,STEPHEN JONES ARCHITECTS LIMITED,"Level 12, 23-29 Albert Street, Auckland, 1010, NEW ZEALAND",1010,address_for_service,-36.845622894748,174.76452723833,address_web
4 GEN FARMING LIMITED,4 GEN FARMING LIMITED,4 GEN FARMING LIMITED,"25d Victoria Avenue, Invercargill, 9810, NEW ZEALAND",9810,address_for_service,-46.40580154788,168.344076661553,address_web
Millar Engineering Limited,MILLAR ENGINEERING LIMITED,MILLAR ENGINEERING LIMITED,"39 George Street, Timaru, 7910, NEW ZEALAND",7910,address_for_service,-44.397159756346,171.253506248469,address_web
FREIGHTS & CUSTOMS BROKERS INTERNATIONAL LIMITED,FREIGHTS & CUSTOMS BROKERS INTERNATIONAL LIMITED,FREIGHTS CUSTOMS BROKERS INTERNATIONAL LIMITED,"139a Kerrs Road, Wiri, Auckland, 2104, NEW ZEALAND",2104,address_for_service,-37.006283736325,174.872800640237,address_web
Punjab Linehaul Limited,PUNJAB LINEHAUL LIMITED,PUNJAB LINEHAUL LIMITED,"23 Chestnut Close, Kelvin Grove, Palmerston North, 4414, NEW ZEALAND",4414,address_for_service,-40.325641781243,175.659316189428,address_web
LECO GROUP LIMITED,LECO GROUP LIMITED,LECO GROUP LIMITED,"299 Main Road, Kumeu, Kumeu, 0810, NEW ZEALAND",0810,public_address,-36.772746018494,174.547567961061,address_web
MONTERO FARMS LIMITED,MONTERO FARMS LIMITED,MONTERO FARMS LIMITED,"114b King Street, Cambridge, Cambridge, 3434, NEW ZEALAND",3434,address_for_service,-37.881567705367,175.473154790454,address_web
Growmore Enterprises Limited,GROWMORE ENTERPRISES LIMITED,GROWMORE ENTERPRISES LIMITED,"32 Hercules Street, Shirley, Christchurch, 8013, NEW ZEALAND",8013,address_for_service,-43.50541347801,172.660778170759,address_web
AUCKLAND COURIERS LIMITED,AUCKLAND COURIERS LIMITED,AUCKLAND COURIERS LIMITED,"25 Goh Place, Manurewa, Auckland, 2105, NEW ZEALAND",2105,address_for_service,-37.015458567541,174.908702427013,address_web
Omid Interiors Plaster Limited,OMID INTERIORS PLASTER LIMITED,OMID INTERIORS PLASTER LIMITED,"15b Kerswill Place, Pakuranga, Auckland, 2010, NEW ZEALAND",2010,address_for_service,-36.909397485158,174.861252724594,address_web
C4Carriers Limited,C4CARRIERS LIMITED,C4CARRIERS LIMITED,"9 Havana Key, Papamoa Beach, Papamoa, 3118, NEW ZEALAND",3118,public_address,-37.700532217371,176.273046683647,address_web
The Campaign Company Limited,THE CAMPAIGN COMPANY LIMITED,THE CAMPAIGN COMPANY LIMITED,"Unit 6, 143 Quay Street, Auckland Central, Auckland, 1010, NEW ZEALAND",1010,address_for_service,-36.839642029647,174.765536251834,address_web
Bob On Moon Limited,BOB ON MOON LIMITED,BOB ON MOON LIMITED,"6 Baird Avenue, Te Kauwhata, Te Kauwhata, 3710, NEW ZEALAND",3710,public_address,-37.4,175.15,original
Lightyears Solar Limited,LIGHTYEARS SOLAR LIMITED,LIGHTYEARS SOLAR LIMITED,"2-4 Nikau Street, Eden Terrace, Auckland, 1021, NEW ZEALAND",1021,address_for_service,-36.866123940268,174.760729900916,address_web
Gurkirpa Couriers Limited,GURKIRPA COURIERS LIMITED,GURKIRPA COURIERS LIMITED,"Unit 8, 26 Louvain Street, Whakatane, Tauranga, 3120, NEW ZEALAND",3120,address_for_service,-37.954933581853,176.992038375229,address_web
HAURAKI CIVIL ENGINEERING LIMITED,HAURAKI CIVIL ENGINEERING LIMITED,HAURAKI CIVIL ENGINEERING LIMITED,"56 Islington Street, Ponsonby, Auckland, 1011, NEW ZEALAND",1011,address_for_service,-36.848503335774,174.739053628752,address_web
SUJJON TRANSPORTS LIMITED,SUJJON TRANSPORTS LIMITED,SUJJON TRANSPORTS LIMITED,"22 Banbury Street, Burnside, Christchurch, 8053, NEW ZEALAND",8053,address_for_service,-43.502120060614,172.574340129539,address_web
Rednoc Limited,REDNOC LIMITED,REDNOC LIMITED,"1 Princes Street, Paeroa, 3600, NEW ZEALAND",3600,address_for_service,-37.380645096945,175.670299416254,address_web
Two little angels limited,TWO LITTLE ANGELS LIMITED,TWO LITTLE ANGELS LIMITED,"529a Richardson Road, Mount Roskill, Auckland, 1041, NEW ZEALAND",1041,public_address,-36.918437325823,174.733021089217,address_web
New Zealand Aged Care Services Limited,NEW ZEALAND AGED CARE SERVICES LIMITED,NEW ZEALAND AGED CARE SERVICES LIMITED,"Level 5, 25 Broadway, Newmarket, Auckland, 1023, NEW ZEALAND",1023,address_for_service,-36.864609288454,174.778995911954,address_web
QIN PROJECT MANAGEMENT LIMITED,QIN PROJECT MANAGEMENT LIMITED,QIN PROJECT MANAGEMENT LIMITED,"Unit 6, 39 Apollo Drive, Rosedale, Auckland, 0632, NEW ZEALAND",0632,registered_office,-36.744150066163,174.731439004993,address_web
Cinch Motors Limited,CINCH MOTORS LIMITED,CINCH MOTORS LIMITED,"39 Frank Ernest Crescent, Prebbleton, Prebbleton, 7604, NEW ZEALAND",7604,address_for_service,-43.58301908876,172.522096313779,address_web
MJ Barrowcliffe Shearing Limited,MJ BARROWCLIFFE SHEARING LIMITED,MJ BARROWCLIFFE SHEARING LIMITED,"18 Maniapoto Street, Otorohanga, NEW ZEALAND",,registered_office,-38.185397404332,175.211642596504,original
CORTEVA AGRISCIENCE NEW ZEALAND LIMITED,CORTEVA AGRISCIENCE NEW ZEALAND LIMITED,CORTEVA AGRISCIENCE NEW ZEALAND LIMITED,"Level 1, 337 Devon Street East, New Plymouth, 4312, NEW ZEALAND",4312,address_for_service,-39.053943915783,174.086148046929,address_web
MSN Farming Limited,MSN FARMING LIMITED,MSN FARMING LIMITED,"240 Ruahine Street, Terrace End, Palmerston North, 4414, NEW ZEALAND",4414,address_for_service,-40.350389180937,175.630193115036,address_web
Executive Tours Limited,EXECUTIVE TOURS LIMITED,EXECUTIVE TOURS LIMITED,"3 Summit Drive, Mount Albert, Auckland, 1025, NEW ZEALAND",1025,address_for_service,-36.88737617195,174.719181058332,address_web
MOY HALL WINES LIMITED,MOY HALL WINES LIMITED,MOY HALL WINES LIMITED,"301 Te Muna Road, Martinborough, 5784, NEW ZEALAND",5784,address_for_service,-41.3,175.6333,original
B & R FOOD SUPPLY LIMITED,B & R FOOD SUPPLY LIMITED,B R FOOD SUPPLY LIMITED,"Suite 4, 22 Te Pai Place, Henderson, Auckland, 0610, NEW ZEALAND",0610,address_for_service,-36.862379744119,174.631903150413,address_web
Honda New Zealand Limited,HONDA NEW ZEALAND LIMITED,HONDA NEW ZEALAND LIMITED,"455 Broadway, Epsom, Auckland, 1023, NEW ZEALAND",1023,public_address,-36.87486450508,174.776910745901,address_web
Borderless International Group Limited,BORDERLESS INTERNATIONAL GROUP LIMITED,BORDERLESS INTERNATIONAL GROUP LIMITED,"5a, Level 5, 175 Queen Street, Auckland Central, Auckland, 1010, NEW ZEALAND",1010,public_address,-36.848090149857,174.765369954875,address_web
Brar Holdings Limited,BRAR HOLDINGS LIMITED,BRAR HOLDINGS LIMITED,"61 Tangiroimata Track, Pyes Pa, Tauranga, 3173, NEW ZEALAND",3173,address_for_service,-37.788135301223,176.104799674873,address_web
SSC CARTAGE LIMITED,SSC CARTAGE LIMITED,SSC CARTAGE LIMITED,"65 Everglade Drive, Goodwood Heights, Auckland, 2105, NEW ZEALAND",2105,address_for_service,-36.997427165973,174.894557378671,address_web
Create and Renovate Limited,CREATE AND RENOVATE LIMITED,CREATE AND RENOVATE LIMITED,"52 O'brien Road, Rd 9, Hamilton, 3289, NEW ZEALAND",3289,address_for_service,-37.781623191099,175.211000961816,address_web
ALMIGHTY INVESTMENTS LIMITED,ALMIGHTY INVESTMENTS LIMITED,ALMIGHTY INVESTMENTS LIMITED,"131 Argento Avenue, Flat Bush, Auckland, 2019, NEW ZEALAND",2019,address_for_service,-36.967422886271,174.936720950034,original
FAIRVIEW DAIRIES LIMITED,FAIRVIEW DAIRIES LIMITED,FAIRVIEW DAIRIES LIMITED,"Level 1, 45 Heaton Street, Timaru, 7940, NEW ZEALAND",7940,address_for_service,-44.401268397645,171.25144237245,address_web
Jam Domingo Limited,JAM DOMINGO LIMITED,JAM DOMINGO LIMITED,"256 Flint Road East, Rd 24, Stratford, 4394, NEW ZEALAND",4394,address_for_service,-39.2679,174.2981,original
Tony Painters Limited,TONY PAINTERS LIMITED,TONY PAINTERS LIMITED,"8 Raroa Road, Hutt Central, Lower Hutt, 5010, NEW ZEALAND",5010,address_for_service,-41.207313850153,174.908612908287,address_web
Mainland Brick and Block Canterbury Limited,MAINLAND BRICK AND BLOCK CANTERBURY LIMITED,MAINLAND BRICK AND BLOCK CANTERBURY LIMITED,"4c Sefton Street East, Timaru, Timaru, 7910, NEW ZEALAND",7910,address_for_service,-44.393127097,171.248917072662,address_web
T & D CONSTRUCTION CO 2010 LIMITED,T & D CONSTRUCTION CO (2010) LIMITED,T D CONSTRUCTION CO 2010 LIMITED,"2a Alfred Street, Mayfield, Blenheim, 7201, NEW ZEALAND",7201,address_for_service,-41.510677263844,173.959134888816,address_web
Malrose Properties Limited,MALROSE PROPERTIES LIMITED,MALROSE PROPERTIES LIMITED,"45-49 Tirau Street, Putaruru, NEW ZEALAND",,address_for_service,-38.048933315114,175.78069645715,address_web
UHY Haines Norton Auckland Limited,UHY HAINES NORTON (AUCKLAND) LIMITED,UHY HAINES NORTON AUCKLAND LIMITED,"22 Catherine Street, Henderson, Auckland, 0612, NEW ZEALAND",0612,address_for_service,-36.88273549434,174.632978791562,address_web
Chow & Si Limited,CHOW & SI LIMITED,CHOW SI LIMITED,"29 Reid Road, New Lynn, Auckland, 0600, NEW ZEALAND",0600,address_for_service,-36.903845899228,174.68193188062,address_web
Outercity Milk Limited,OUTERCITY MILK LIMITED,OUTERCITY MILK LIMITED,"46 Brooke Ridge Rise, Parklands Estate, Auckland, NEW ZEALAND",,address_for_service,-36.943091688186,174.921409727503,original
RRB Transport Limited,RRB TRANSPORT LIMITED,RRB TRANSPORT LIMITED,"25 Briannarose Drive, Fitzroy, Hamilton, 3206, NEW ZEALAND",3206,address_for_service,-37.821953221141,175.301659961837,address_web
A & G CONSTRUCTION LIMITED,A & G CONSTRUCTION LIMITED,A G CONSTRUCTION LIMITED,"109a Pah Road, Papatoetoe, Auckland, 2025, NEW ZEALAND",2025,address_for_service,-36.987809770269,174.839013439994,address_web
Sebial Enterprises Limited,SEBIAL ENTERPRISES LIMITED,SEBIAL ENTERPRISES LIMITED,"86 Seddon Street, Waharoa, Waharoa, 3401, NEW ZEALAND",3401,address_for_service,-37.755735180227,175.751628519852,address_web
Tranzit Coachlines Manawatu Limited,TRANZIT COACHLINES MANAWATU LIMITED,TRANZIT COACHLINES MANAWATU LIMITED,"Queen Street, Masterton, NEW ZEALAND",,registered_office,-40.952109189326,175.658019986115,original
Fergbaker Limited,FERGBAKER LIMITED,FERGBAKER LIMITED,"173 Spey Street, Invercargill, Invercargill, 9810, NEW ZEALAND",9810,address_for_service,-46.409824107033,168.354193786324,address_web
Ballance Farm Trading Limited,BALLANCE FARM TRADING LIMITED,BALLANCE FARM TRADING LIMITED,"672 Gorge Road, Rd 3, Pahiatua, 4983, NEW ZEALAND",4983,address_for_service,-40.4022,175.8017,original
Mika Builders Limited,MIKA BUILDERS LIMITED,MIKA BUILDERS LIMITED,"211 Golding Road, Pukekohe, Auckland, 2677, NEW ZEALAND",2677,address_for_service,-37.212746272428,174.935604983445,address_web
Building Technology Limited,BUILDING TECHNOLOGY LIMITED,BUILDING TECHNOLOGY LIMITED,"96 Joseph Street, Flat Bush, Auckland, 2019, NEW ZEALAND",2019,address_for_service,-36.986746819218,174.908127763731,original
Dolce Bakery & Cafe Limited,DOLCE BAKERY & CAFE LIMITED,DOLCE BAKERY CAFE LIMITED,"115a Boucher Avenue, Te Puke, Te Puke, 3119, NEW ZEALAND",3119,address_for_service,-37.792149268925,176.323557540925,address_web
Bluebird Foods Limited,BLUEBIRD FOODS LIMITED,BLUEBIRD FOODS LIMITED,"C/-tompkins Wake, Westpac House, L8, 430 Victoria Street, Hamilton, 3240, NEW ZEALAND",3240,address_for_service,-37.78582424288,175.282020240688,address_web
Icelandic Holdings (Nz) Limited,ICELANDIC HOLDINGS (NZ) LIMITED,ICELANDIC HOLDINGS NZ LIMITED,"Suite 4, 2b/1 William Pickering Drive, Albany, Auckland, 0632, NEW ZEALAND",0632,address_for_service,-36.752656985425,174.705096694969,address_web
P J Dampor Limited,P J DAMPOR LIMITED,P J DAMPOR LIMITED,"40 Seddon Street, Te Puke, Te Puke, 3119, NEW ZEALAND",3119,address_for_service,-37.777106099658,176.328793045286,address_web
Wukong Scaffolding Limited,WUKONG SCAFFOLDING LIMITED,WUKONG SCAFFOLDING LIMITED,"65 Nimstedt Avenue, Oteha, Auckland, 0632, NEW ZEALAND",0632,address_for_service,-36.714056267736,174.724685789423,address_web
HQ SPORTS 2019 LIMITED,HQ SPORTS 2019 LIMITED,HQ SPORTS 2019 LIMITED,"41 Middlefield Drive, East Tamaki Heights, Auckland, 2016, NEW ZEALAND",2016,address_for_service,-36.946916853519,174.913922424854,address_web
Oxygen.co.nz Limited,OXYGEN.CO.NZ LIMITED,OXYGEN CO NZ LIMITED,"525 Manukau Road, Epsom, Auckland, 1023, NEW ZEALAND",1023,address_for_service,-36.896854428061,174.773697962413,address_web
Z Kitchens Limited,Z KITCHENS LIMITED,Z KITCHENS LIMITED,"200a Station Road, Penrose, Auckland, 1061, NEW ZEALAND",1061,address_for_service,-36.914549631492,174.806849898215,address_web
